X,Y,Z,Q1,Q2,Q3,Q4,Q5,Q6
-114.993,33.1658,-48.1319,43.7273,54.705,42.0484,39.9247,-18.5555,-31.4161
-111.377,38.4995,-47.1136,42.5728,56.9493,43.566,40.1444,-21.1923,-31.6358
-107.491,42.6013,-45.9987,41.3006,58.7962,44.6867,40.0712,-23.9024,-31.7091
-103.893,45.1446,-44.7623,40.0519,60.0352,45.3404,39.7782,-26.173,-31.7823
-100.121,46.3814,-43.5239,38.7326,60.8768,45.5038,39.0458,-28.5168,-31.5626
-96.8009,45.9116,-42.4451,37.5546,61.1106,45.0602,38.0203,-30.5677,-30.5371
-94.0334,43.6759,-41.8988,36.6357,60.7833,43.9162,36.9217,-32.1058,-28.999
-91.8005,39.844,-41.6673,35.9289,59.8716,42.1652,35.53,-32.9848,-27.0946
-90.0426,34.2166,-41.5872,35.3871,58.2351,39.7604,33.7721,-33.2045,-24.824
-89.0177,27.5611,-41.4894,35.0572,56.0142,37.0988,32.0142,-32.6185,-22.4802
-88.7467,19.9452,-41.3209,34.9394,53.2088,34.2738,30.5493,-31.3734,-20.1363
-88.9249,12.8952,-41.0659,34.9394,50.4502,31.8457,29.3774,-29.762,-18.3052
-89.2823,4.39592,-40.6661,34.963,47.0136,29.114,28.2787,-27.7111,-16.4008
-89.7012,-4.93407,-40.2915,35.0101,43.1795,26.3124,27.3265,-25.001,-14.6429
-90.4413,-15.0352,-39.4606,35.0572,38.878,23.7208,26.5208,-21.9247,-13.2513
-91.1246,-24.9973,-38.4869,35.0572,34.5997,21.5028,25.7884,-18.4822,-12.2258
-91.6972,-33.309,-37.442,35.0101,30.9995,19.9619,25.2757,-15.4059,-11.4934
-92.2015,-42.451,-35.7962,34.8216,27.0018,18.6545,24.8362,-11.8169,-10.8342
-92.4907,-51.2261,-33.9707,34.5389,23.1678,17.6972,24.47,-8.37438,-10.3215
-92.3334,-60.2484,-31.8084,34.0677,19.2403,16.9735,24.1038,-4.71212,-9.882
-91.6014,-68.2553,-29.7197,33.4551,15.7803,16.4832,23.591,-1.48933,-9.58902
-90.2337,-76.0973,-27.5487,32.6541,12.4138,16.1096,22.9318,1.95319,-9.29604
-88.5565,-81.4374,-25.9486,31.8766,10.1461,15.8528,22.2726,4.51677,-9.14955
-85.6946,-86.5321,-24.1511,30.7222,8.01872,15.5259,21.2472,7.44658,-9.00306
-82.2327,-89.4597,-22.7075,29.45,6.84981,15.1524,19.9288,9.86367,-8.92981
-78.1468,-90.672,-21.602,28.0364,6.45238,14.6621,18.2441,11.9878,-8.85657
-73.9039,-90.591,-20.7622,26.5992,6.61603,14.1484,16.5595,13.5992,-8.78332
-70.403,-89.3705,-20.0658,25.3976,7.22387,13.8216,14.8749,14.7711,-8.78332
-66.536,-86.7883,-19.4554,24.0783,8.41615,13.5181,12.8972,15.943,-8.78332
-63.1601,-83.18,-19.3442,22.971,10.0526,13.2379,10.9196,16.822,-8.71008
-60.235,-78.2774,-19.4769,22.0286,12.2268,13.1212,9.0885,17.4079,-8.71008
-57.6324,-72.576,-19.9763,21.2275,14.7516,13.0978,7.25737,17.9206,-8.71008
-55.4774,-66.4384,-20.6875,20.5914,17.4635,13.2379,5.86571,17.9939,-8.71008
-53.8887,-59.6122,-21.4401,20.1438,20.4559,13.6815,4.47405,17.6277,-8.63683
-53.2249,-53.2212,-22.1349,20.0024,23.2379,14.3586,3.30213,17.0417,-8.71008
-53.1709,-46.9695,-22.8418,20.0731,25.9498,15.2224,2.49643,16.3092,-8.63683
-53.5219,-40.0783,-23.9114,20.3322,28.9656,16.273,1.83723,15.2838,-8.63683
-54.4971,-32.8998,-25.2659,20.8506,32.1217,17.5338,1.39775,13.9654,-8.71008
-55.9902,-25.6276,-26.7972,21.5809,35.3245,19.0047,1.39775,12.2808,-8.63683
-58.1656,-18.5734,-28.4127,22.5704,38.4104,20.6623,1.61749,10.3764,-8.63683
-60.8229,-11.7742,-29.8001,23.7013,41.3093,22.5535,2.2767,8.17903,-8.71008
-64.0769,-5.24338,-31.2131,25.0442,44.0212,24.5847,3.37537,5.83519,-8.63683
-67.9646,0.70666,-32.4836,26.5756,46.359,26.6859,4.91352,3.56459,-8.63683
-72.1423,6.72245,-33.6794,28.1777,48.6033,28.974,6.67141,1.36723,-8.78332
-76.9433,13.0254,-35.1629,30.0154,50.8476,31.4721,8.86876,-1.19635,-9.0763
-81.438,18.2636,-36.3082,31.6646,52.5308,33.7135,11.1394,-3.3937,-9.58902
-86.4614,23.4209,-37.3816,33.4316,53.9803,36.0715,13.7762,-5.6643,-10.3215
-91.5509,27.7986,-38.3346,35.1515,54.9855,38.2195,16.6328,-7.86166,-11.2004
-96.6574,31.318,-39.2592,36.8242,55.57,40.0873,19.6358,-9.91252,-12.2991
-101.747,33.8483,-40.0982,38.4263,55.7103,41.6282,22.7853,-11.6704,-13.471
-106.292,35.3419,-41.0615,39.8635,55.57,42.7021,25.6419,-13.0621,-14.4964
-111.405,35.7793,-41.8583,41.3713,54.892,43.5427,28.5717,-14.1607,-15.6684
-116.043,35.3725,-42.554,42.6906,53.9803,44.0563,31.2085,-14.8932,-16.767
-120.808,33.8274,-43.0877,43.9629,52.6243,44.2664,33.9186,-15.4792,-17.939
-127.84,29.6136,-43.521,45.6828,49.9125,44.103,37.3611,-15.5524,-19.8433
-132.6,24.3084,-43.5817,46.743,47.2473,43.3559,39.7782,-14.8932,-21.1618
-135.548,18.8701,-43.5132,47.3555,44.8861,42.3286,41.4629,-13.7945,-22.0407
-136.925,13.4218,-43.1781,47.5676,42.7821,41.0912,42.5615,-12.6226,-22.5534
-137.182,7.57067,-42.8393,47.544,40.7482,39.5503,43.1475,-11.2309,-23.0661
-136.476,2.20154,-42.4503,47.3084,39.0182,37.986,43.294,-9.91252,-23.3591
-134.811,-3.03521,-41.8141,46.8136,37.4285,36.3283,43.1475,-8.44762,-23.6521
-132.559,-7.74213,-41.1307,46.1775,36.0726,34.7174,42.9278,-7.20245,-23.7253
-129.298,-12.3015,-40.1092,45.2351,34.8335,33.013,42.415,-5.6643,-23.7986
-125.227,-16.2545,-39.0381,44.0807,33.875,31.3087,41.6094,-4.1994,-23.2859
-120.249,-19.7251,-37.887,42.6671,33.1503,29.5576,40.7304,-2.88099,-22.4069
-114.705,-22.5846,-36.5895,41.0415,32.636,27.9,39.5585,-1.48933,-21.3815
-108.992,-24.5336,-35.1783,39.298,32.4022,26.4991,38.1668,-0.390653,-20.2096
-102.649,-26.1133,-33.6964,37.319,32.3087,25.1217,36.5554,0.78127,-18.8912
-96.2865,-27.1532,-31.848,35.1986,32.3087,24.0477,34.7243,1.66021,-17.353
-89.7893,-27.7961,-29.877,32.9604,32.4022,23.1605,32.6734,2.6124,-15.6684
-83.12,-27.8319,-27.9581,30.6279,32.7061,22.4601,30.6226,3.4181,-13.764
-76.2897,-27.5425,-26.2182,28.2248,33.1269,21.853,28.4252,4.00406,-11.6399
-69.4862,-26.5924,-24.5991,25.7982,33.7815,21.4795,26.0081,4.59002,-9.58902
-63.1392,-25.032,-23.0654,23.4893,34.6231,21.4094,23.4446,4.883,-7.53816
-57.232,-22.9948,-21.8999,21.3453,35.6518,21.5028,20.881,5.02949,-5.70703
-51.5273,-20.4589,-20.5907,19.2249,36.8207,21.8997,18.3906,5.02949,-3.8759
-46.6506,-17.6341,-19.586,17.4108,38.0831,22.4601,16.1933,4.73651,-2.2645
-41.5626,-14.0996,-18.744,15.526,39.6494,23.2305,13.8494,4.0773,-0.579865
-36.5754,-9.97204,-17.9098,13.6648,41.4262,24.2812,11.5788,3.27161,1.03153
-31.6565,-5.56671,-17.1762,11.8271,43.2964,25.4952,9.0885,2.31942,2.2767
-26.7474,-1.0747,-16.1275,9.96586,45.0966,26.9427,6.74465,0.92776,3.59511
-22.3556,2.88942,-14.9786,8.29311,46.5928,28.3669,4.62054,-0.463898,4.91352
-17.8001,7.19469,-13.8763,6.57323,48.1825,29.9545,2.13021,-2.00205,6.45167
-13.4676,11.0747,-12.7761,4.94759,49.5384,31.4721,-0.286884,-3.68669,8.13631
-9.41412,14.358,-11.7281,3.43975,50.6138,32.8263,-2.41099,-5.22483,9.7477
-5.13021,17.0412,-10.4786,1.86124,51.3619,34.0637,-4.82808,-6.90947,11.6521
-1.17731,18.8146,-9.29078,0.424079,51.736,34.9976,-7.02544,-8.30113,13.41
3.10045,19.724,-7.94403,-1.10732,51.7126,35.698,-9.44253,-9.61954,15.3876
7.52458,19.8201,-6.52739,-2.66228,51.3385,36.1649,-12.0061,-10.645,17.292
11.699,18.7482,-5.1174,-4.09943,50.5203,36.2583,-14.1302,-11.5239,19.2696
15.4203,17.1774,-3.62864,-5.34811,49.4917,36.235,-16.1811,-12.0366,20.8077
19.3832,14.497,-1.94264,-6.64391,47.9955,35.9548,-18.232,-12.3296,22.2726
23.0193,11.2241,-0.268856,-7.79835,46.2888,35.5345,-20.2828,-12.2564,23.8108
26.6052,7.07798,1.43716,-8.90567,44.2549,34.9275,-22.1872,-11.8901,25.2757
29.3132,2.83652,3.01853,-9.7067,42.2444,34.2971,-23.6521,-11.4507,26.5208
31.7094,-1.95509,4.59204,-10.3899,40.0469,33.5734,-25.0438,-10.7182,27.473
33.6885,-7.49136,6.07013,-10.9318,37.6155,32.6862,-26.3622,-9.69279,28.352
34.998,-13.3665,7.40978,-11.2617,35.1141,31.7289,-27.4608,-8.66736,29.0844
35.7297,-19.3479,8.42609,-11.4266,32.6593,30.7017,-28.4863,-7.42219,29.5239
35.8769,-25.4581,9.15475,-11.4266,30.228,29.6043,-29.0722,-6.03053,29.9634
35.5098,-31.4801,9.5981,-11.2852,27.8902,28.4837,-29.6582,-4.63887,30.3296
34.3699,-37.6864,9.59804,-10.9318,25.5758,27.1996,-30.0977,-3.10072,30.4761
32.2113,-43.7009,9.38851,-10.2721,23.3782,25.8921,-30.3174,-1.56258,30.6958
29.0373,-49.6689,8.8501,-9.30618,21.2508,24.4913,-30.3174,-0.097672,30.8423
24.8301,-55.3227,8.09295,-8.01039,19.2636,23.0904,-29.9512,1.44048,30.6226
19.8555,-60.7282,7.13283,-6.45543,17.37,21.713,-29.2187,2.97863,30.1099
14.3011,-65.4868,6.02905,-4.68843,15.7102,20.4522,-28.1933,4.51677,29.1577
8.41257,-69.4387,4.89226,-2.78008,14.3308,19.3782,-26.9481,6.12817,28.2055
2.1895,-72.5894,3.40424,-0.730359,13.2788,18.351,-25.41,7.59307,27.0336
-4.05901,-74.7458,1.81015,1.36648,12.6009,17.4871,-23.6521,8.83824,25.9349
-10.5444,-75.97,0.135212,3.58111,12.2736,16.7867,-21.6012,10.0102,24.6897
-16.9873,-76.2342,-1.67211,5.81931,12.3203,16.2263,-19.1841,11.0356,23.5178
-23.3419,-75.6777,-3.46485,8.05751,12.671,15.8528,-16.4741,11.9145,22.4924
-29.2161,-74.0995,-5.22796,10.1543,13.4191,15.666,-13.471,12.5005,21.8332
-34.6061,-71.9399,-7.06169,12.1098,14.401,15.5726,-10.468,13.0865,21.174
-39.3857,-68.9829,-8.92301,13.8768,15.7102,15.596,-7.31842,13.3794,20.8077
-43.5313,-65.7114,-10.6524,15.4318,17.1362,15.7361,-4.16888,13.3062,20.4415
-47.27,-61.7768,-12.2313,16.8454,18.8195,16.0629,-1.01934,13.0132,20.1485
-50.5085,-57.4462,-13.549,18.0705,20.643,16.5766,2.05696,12.4273,20.0753
-53.0261,-52.5383,-14.6687,19.0364,22.7002,17.2536,5.06001,11.4751,19.9288
-54.5978,-47.4973,-15.6338,19.6726,24.8277,17.9774,7.98982,10.3031,19.7823
-55.0245,-42.5791,-16.4142,19.9082,26.9317,18.6778,10.6266,8.91148,19.709
-54.7396,-37.6874,-17.0066,19.8846,29.0357,19.4249,12.8972,7.22684,19.9288
-54.1954,-32.8706,-17.5425,19.7668,31.1164,20.2187,14.6551,5.46896,20.3683
-53.3101,-28.1988,-17.8707,19.5076,33.1269,21.0826,16.1933,3.49134,20.9542
-52.2672,-23.7092,-17.8723,19.1542,35.0205,22.0632,17.292,1.51372,21.6134
-50.7404,-19.4848,-17.6857,18.6124,36.7973,23.0438,18.2441,-0.463898,22.4191
-48.8582,-15.514,-17.3445,17.9291,38.4571,24.0243,19.0498,-2.7345,23.3713
-46.4795,-11.873,-16.8654,17.0574,39.9767,24.9582,19.5626,-4.85861,24.3235
-43.6687,-8.55229,-16.2671,16.0208,41.356,25.8454,19.709,-6.83623,25.2757
-40.4314,-5.41387,-15.5309,14.8192,42.6418,26.7326,19.6358,-8.88709,26.4476
-36.8341,-2.72119,-14.645,13.4763,43.7172,27.5498,19.1963,-10.8647,27.6195
-32.9676,-0.48841,-13.4566,12.0156,44.5355,28.3436,18.4639,-12.6958,28.7914
-28.607,1.04046,-11.9659,10.3664,45.003,29.0207,17.5849,-14.4537,30.1831
-23.634,1.9208,-10.308,8.50515,45.1667,29.5576,16.5595,-16.2116,31.7945
-18.1395,2.22569,-8.62116,6.47899,45.0732,29.9545,15.3143,-17.6033,33.6256
-12.2931,1.89251,-7.06292,4.35859,44.7225,30.1647,13.5565,-18.7752,35.6032
-6.43496,0.9407,-5.42154,2.26176,44.0679,30.2814,11.5788,-19.7274,37.8738
-0.609125,-0.675085,-3.75756,0.21204,43.1094,30.2814,9.23499,-20.4598,40.1444
5.20262,-2.761,-1.92624,-1.79056,41.8937,30.2814,6.89114,-21.0458,42.5615
11.1557,-5.10743,-0.0881306,-3.79315,40.5378,30.3048,4.5473,-21.412,45.0519
17.0628,-7.6733,1.84414,-5.72507,39.0416,30.3981,1.98372,-21.4853,47.3957
22.9301,-10.0595,3.81663,-7.58631,37.5688,30.655,-0.506619,-21.3388,49.8128
28.2746,-12.2935,5.53977,-9.2355,36.1895,30.9351,-2.77722,-20.9725,52.0834
33.9942,-14.401,7.26483,-10.9554,34.8101,31.3554,-5.41405,-20.5331,54.2808
39.4644,-16.1597,8.8212,-12.5575,33.5711,31.869,-7.97763,-19.9471,56.4049
44.8746,-17.4598,10.1397,-14.1124,32.5191,32.476,-10.5412,-19.3612,58.3825
49.8293,-17.9909,11.2989,-15.5025,31.771,33.2232,-12.5921,-18.8484,60.2869
55.0974,-17.7766,12.5471,-16.9396,31.2099,34.2504,-14.8627,-18.3357,62.1912
59.9044,-16.8164,13.4714,-18.2354,30.9761,35.3244,-16.9135,-17.9695,63.8759
64.8793,-15.1403,14.3085,-19.5548,30.9527,36.5852,-19.1109,-17.6765,65.707
69.5597,-12.9725,14.9609,-20.7799,31.1164,37.8926,-21.3082,-17.3103,67.0987
74.0277,-9.78981,15.2635,-21.9579,31.6775,39.3168,-23.5788,-17.1638,68.6368
78.3133,-6.25315,15.1435,-23.1123,32.4256,40.6943,-25.703,-17.0173,70.0285
82.2666,-1.78741,14.9365,-24.1725,33.4776,42.2586,-27.7538,-17.0906,71.3469
86.0157,3.48317,14.562,-25.1856,34.7868,43.9862,-30.0977,-17.3103,72.8118
88.8633,9.02593,14.1451,-25.9631,36.2362,45.6906,-32.002,-17.6033,74.3499
90.8159,14.616,13.5718,-26.5285,37.8026,47.2782,-33.6867,-18.2625,75.8148
92.21,20.8838,12.6245,-26.9997,39.6962,48.9125,-35.5178,-18.9949,77.1333
92.6907,26.5439,11.3701,-27.2824,41.5898,50.22,-37.056,-19.7274,78.0854
92.2555,32.7848,9.80645,-27.3767,43.8341,51.5508,-38.7406,-20.5331,79.0376
91.135,38.7932,8.17556,-27.306,46.1018,52.7882,-40.2787,-21.4853,79.6236
88.824,45.3008,6.15632,-26.9762,48.7669,54.0256,-41.6704,-22.5839,80.0631
85.465,51.3497,4.09315,-26.3636,51.4554,55.0995,-42.6226,-23.6826,80.5025
81.357,57.1241,1.92006,-25.539,54.1907,56.1035,-43.4283,-24.9278,80.649
76.6517,62.5381,-0.354659,-24.5259,56.9259,57.0374,-43.8678,-26.3194,80.8688
70.5358,67.7431,-2.70245,-23.0652,59.8014,57.9012,-44.1607,-27.9308,80.8688
64.5932,71.6095,-4.65399,-21.5338,62.1626,58.5082,-43.8678,-29.469,80.942
57.7884,75.0504,-6.70941,-19.6726,64.5238,58.9985,-43.2818,-31.1536,80.1363
50.6997,77.7247,-8.74513,-17.6229,66.6746,59.3021,-42.2564,-32.9848,78.8179
43.2391,79.5428,-10.7002,-15.3375,68.5683,59.3721,-40.8647,-34.7426,76.9135
36.1059,80.6792,-12.3141,-13.0287,70.0645,59.3254,-39.1068,-36.354,74.6429
28.7734,81.1371,-13.928,-10.5549,71.3269,59.0686,-36.763,-37.9654,71.9329
20.86,80.5793,-15.568,-7.77479,72.2854,58.4382,-33.8332,-39.5768,68.6368
13.2184,79.066,-17.1028,-4.99471,72.8231,57.481,-30.5371,-40.822,64.9013
5.97732,76.5991,-18.5704,-2.28532,72.94,56.1735,-26.7284,-41.7009,60.7996
-0.792302,73.7,-20.1353,0.30628,72.8231,54.7026,-22.6267,-42.1404,56.4781
-6.7672,69.9318,-21.5142,2.63872,72.262,52.9049,-18.5982,-41.9207,52.1567
-11.742,65.2551,-22.9738,4.61775,71.3503,50.7103,-14.7162,-41.3347,48.2014
-15.5878,59.9292,-24.2227,6.17271,70.0645,48.2588,-11.2004,-40.0895,44.3927
-18.3741,54.4673,-25.4552,7.32715,68.6384,45.7373,-8.4171,-38.3316,41.0966
-20.1473,48.9023,-26.4519,8.08107,67.0253,43.1924,-5.92676,-36.354,38.3133
-21.0197,43.2475,-27.3938,8.48159,65.2953,40.6009,-4.24212,-34.0102,35.8962
-21.0281,37.3703,-28.1284,8.52871,63.3549,37.9393,-3.0702,-31.5931,33.9919
-20.8108,31.5418,-28.7946,8.48159,61.321,35.3244,-2.55748,-29.0295,32.4537
-20.7285,25.5696,-29.3468,8.48159,59.1001,32.7095,-2.48424,-26.2462,31.2818
-20.7362,19.6566,-30.0747,8.52871,56.8558,30.118,-2.33775,-23.4629,30.3296
-21.176,13.5742,-30.6193,8.74075,54.4011,27.5731,-2.41099,-20.5331,29.5971
-21.9584,7.83426,-31.1696,9.09415,52.0165,25.2384,-2.55748,-17.6033,29.0112
-23.1581,2.39547,-31.6123,9.61246,49.6787,23.1371,-2.55748,-14.6002,28.5717
-24.7624,-2.34818,-32.033,10.2957,47.598,21.3861,-2.63073,-11.7437,27.9858
-26.8698,-6.61758,-32.5354,11.191,45.7044,19.8685,-2.55748,-9.10683,27.3998
-29.5251,-10.1309,-33.1832,12.3219,44.138,18.6545,-2.48424,-6.54325,26.7406
-33.2747,-13.8084,-33.897,13.9004,42.4548,17.5104,-1.97152,-4.1994,26.2279
-37.047,-16.8187,-34.5715,15.4789,41.0521,16.6699,-1.23907,-2.22178,25.7151
-41.6739,-20.0488,-35.4563,17.4108,39.5325,15.8528,-0.213639,-0.244162,25.1292
-46.8938,-23.0277,-36.4991,19.5783,38.1065,15.2224,1.25126,1.44048,24.47
-52.6332,-25.686,-37.6471,21.9343,36.7973,14.8255,2.71617,3.12512,23.5178
-58.4413,-28.0494,-38.8586,24.2903,35.605,14.6154,4.5473,4.59002,22.4191
-64.7052,-30.1116,-40.3179,26.8112,34.5296,14.592,6.45167,5.90843,21.2472
-70.8776,-32.0686,-41.9703,29.285,33.501,14.6387,8.42929,7.08035,20.1485
-77.1706,-33.8605,-43.6866,31.7588,32.5191,14.8489,10.6999,8.03254,18.9033
-83.4575,-35.5544,-45.4791,34.1855,31.5606,15.1757,12.9705,8.83824,17.7314
-89.9613,-37.1147,-47.3748,36.6357,30.6254,15.666,15.3143,9.57069,16.2665
-96.316,-38.3716,-49.3746,38.9917,29.8072,16.273,17.5849,10.1567,14.7284
-102.598,-39.1679,-51.3742,41.2535,29.1526,17.0669,19.8555,10.5961,13.1902
-108.67,-39.5301,-53.4246,43.3974,28.6617,17.9774,22.1994,11.0356,11.4323
-114.197,-39.4942,-55.3652,45.3058,28.3344,18.9346,24.47,11.1821,9.89419
-120.045,-39.0366,-57.5167,47.2848,28.124,20.0786,26.6673,11.3286,8.20956
-125.633,-38.1628,-59.6099,49.1225,28.0538,21.3161,28.7914,11.2553,6.59816
-134.86,-35.6836,-62.9741,51.9968,28.2175,23.7208,32.3805,10.9623,3.52186
-140.221,-33.1484,-64.9663,53.5989,28.6617,25.4018,34.5778,10.5961,1.61749
-144.516,-30.3781,-66.7625,54.8947,29.2695,26.8961,36.3357,10.2299,-0.140394
-148.675,-26.6675,-68.6082,56.1434,30.2046,28.5771,38.0203,9.79043,-2.04477
-151.988,-22.7507,-70.0596,57.1093,31.2567,30.1647,39.4852,9.13122,-3.94914
-153.428,-17.9028,-69.4862,57.2036,32.7061,31.8223,40.9501,8.32552,-5.78027
-153.996,-13.0199,-69.12,57.2036,34.3192,33.2232,42.1221,7.51983,-7.31842
-154.357,-7.41657,-68.8877,57.2036,36.2128,34.7641,42.8545,6.78737,-8.56359
-154.213,-0.581036,-68.9801,57.2036,38.6442,36.4918,43.3672,5.83519,-9.58902
-153.354,6.32831,-69.4442,57.18,41.2625,38.0794,43.9532,4.80975,-10.3215
-151.825,14.2287,-70.0764,57.0858,44.3485,39.8771,44.6856,3.27161,-10.9074
-150.387,20.9677,-70.5679,56.968,46.9668,41.5114,45.4913,1.58697,-11.4201
-147.739,27.9012,-70.3772,56.4497,49.7956,43.1457,46.3703,-0.317407,-11.7131
-144.547,34.0337,-69.5565,55.6486,52.3672,44.6166,47.0295,-2.29503,-12.0794
-141.402,39.8123,-68.429,54.7534,54.7284,46.1342,47.5422,-4.27265,-12.3723
-137.861,45.841,-66.9682,53.6696,57.1597,47.8152,47.8352,-6.25027,-12.7386
-133.816,51.6762,-65.2881,52.3974,59.5677,49.4729,48.0549,-8.30113,-12.9583
-129.647,56.8706,-63.4792,51.0309,61.7418,50.9904,48.0549,-10.645,-13.2513
-124.892,61.6675,-61.4135,49.4288,63.8459,52.3913,47.9817,-13.0621,-13.3978
-119.877,65.8671,-59.2145,47.6854,65.7629,53.6287,47.6887,-15.5524,-13.471
-114.65,69.2717,-56.9519,45.8241,67.4461,54.6093,47.176,-18.0427,-13.6907
-109.125,72.0535,-54.6406,43.8215,68.9657,55.3797,46.5168,-20.6063,-13.6907
-103.311,74.038,-52.2092,41.654,70.2515,55.87,45.6378,-23.1699,-13.764
-97.6815,75.2596,-49.8952,39.5101,71.2568,56.1035,44.4659,-25.5137,-13.6175
-92.0925,75.7464,-47.5443,37.319,71.9815,56.0801,43.001,-27.7111,-12.8118
-86.6912,75.7348,-45.2362,35.1515,72.4724,55.8934,41.3164,-29.762,-11.2737
-81.6576,74.8865,-42.7574,33.0311,72.5426,55.4264,39.5585,-31.4466,-9.29604
-77.0197,73.496,-40.55,31.0756,72.4023,54.7493,37.4344,-32.765,-6.95219
-72.9289,71.1989,-38.3126,29.285,71.8412,53.7454,35.1638,-33.9369,-4.24212
-69.6652,68.2456,-36.4854,27.8479,71.023,52.4847,32.8932,-34.8891,-1.23907
-67.7589,64.623,-35.0931,26.9526,69.8775,50.9904,30.7691,-35.4751,1.69074
-66.7532,59.9485,-33.9397,26.4107,68.3111,49.0993,28.4252,-35.5483,4.47405
-66.6889,55.2054,-32.953,26.2222,66.5811,47.2549,26.5941,-35.1821,6.8179
-67.3238,49.9956,-32.0883,26.2929,64.594,45.2937,25.1292,-34.4497,8.86876
-68.6745,44.2004,-31.3461,26.6228,62.3029,43.1924,23.9573,-33.2777,10.6999
-70.4107,38.4715,-30.7197,27.094,59.9651,41.2079,23.0783,-31.8861,12.0183
-72.5653,32.1237,-30.0335,27.683,57.3,39.13,22.2726,-30.0549,13.117
-75.0885,25.5783,-29.4173,28.3898,54.4946,37.1222,21.7599,-28.0041,13.8494
-77.6703,19.5153,-28.9191,29.1201,51.8529,35.3945,21.6134,-26.0997,14.5086
-80.6491,12.7988,-28.3499,29.9447,48.8838,33.6434,21.5402,-23.9024,15.0946
-83.5858,6.20241,-27.9626,30.7693,45.9849,32.0324,21.7599,-21.5585,15.5341
-86.4816,-0.142839,-27.6131,31.5703,43.1795,30.6316,22.1994,-19.3612,15.9003
-89.3925,-6.49633,-26.9489,32.3007,40.304,29.4642,22.7121,-16.9441,16.0468
-92.294,-13.0279,-26.3982,33.0311,37.3817,28.3669,23.4446,-14.6735,16.3398
-94.7571,-19.1938,-25.8373,33.6201,34.6465,27.433,24.0305,-12.5494,16.413
