X,Y,Z,Q1,Q2,Q3,Q4,Q5,Q6
-26.5382,-81.2826,-9.67347,9.49466,10.941,12.9811,-1.6053,8.83824,-6.8057
-28.5,-82.0553,-9.97696,10.2015,10.6137,12.9344,-1.01934,9.13122,-7.24518
-30.6525,-82.8286,-10.3466,10.9789,10.2864,12.8877,-0.140394,9.27771,-7.6114
-32.9378,-83.537,-10.7341,11.8035,9.98249,12.8643,0.738548,9.49744,-8.05087
-35.4074,-84.1388,-11.2198,12.6988,9.72533,12.841,1.69074,9.64394,-8.49034
-37.8152,-84.6753,-11.6884,13.5705,9.49155,12.841,2.71617,9.71718,-8.92981
-40.2097,-85.051,-12.2215,14.4423,9.3279,12.841,3.66836,9.93692,-9.44253
-42.9897,-85.3074,-12.8636,15.4553,9.21101,12.8643,4.76703,9.93692,-9.882
-45.8157,-85.4028,-13.5993,16.492,9.16426,12.8877,5.93896,10.0102,-10.3947
-48.3231,-85.3785,-14.2528,17.4108,9.16426,12.9344,6.96439,10.1567,-10.9074
-50.6486,-85.3419,-14.8342,18.259,9.16426,13.0044,7.98982,10.1567,-11.4201
-53.362,-85.2928,-15.5318,19.2485,9.16426,13.0978,9.16174,10.0834,-11.8596
-55.688,-85.1897,-16.1478,20.0966,9.18763,13.1912,9.89419,10.2299,-12.4456
-58.5374,-84.9538,-16.9087,21.1333,9.25777,13.3313,10.9929,10.2299,-13.0315
-60.7542,-84.6634,-17.4803,21.9343,9.35128,13.4714,11.7986,10.3031,-13.5443
-63.2852,-84.1986,-18.1907,22.8532,9.51493,13.6348,12.824,10.3031,-14.057
-65.6605,-83.6921,-18.9474,23.7249,9.70195,13.7749,13.7762,10.3031,-14.4964
-67.7392,-83.1185,-19.5641,24.4788,9.91236,13.9383,14.7284,10.3764,-14.9359
-70.2668,-82.3034,-20.3526,25.3976,10.2163,14.1484,15.9003,10.3031,-15.4486
-72.3377,-81.5007,-21.0261,26.1516,10.5202,14.3352,16.9257,10.3764,-15.8149
-74.3507,-80.5233,-21.682,26.8819,10.8942,14.5453,17.8047,10.3764,-16.1811
-76.8633,-79.1024,-22.4249,27.7772,11.4319,14.8722,18.9033,10.3764,-16.6938
-79.2888,-77.52,-23.219,28.6489,12.0398,15.1991,20.002,10.3764,-16.9868
-81.3181,-75.951,-23.9114,29.3793,12.6476,15.5026,20.9542,10.2299,-17.2798
-83.474,-74.0873,-24.6779,30.1568,13.3723,15.8528,21.9796,10.3031,-17.5727
-85.4952,-72.2238,-25.425,30.8871,14.0971,16.203,22.9318,10.0834,-17.8657
-87.2141,-70.4133,-26.0276,31.4997,14.7984,16.5532,23.8108,9.86367,-18.0122
-89.1577,-68.2253,-26.6763,32.1829,15.64,16.9968,24.6897,9.57069,-18.3784
-90.8964,-66.158,-27.2818,32.7955,16.4349,17.4171,25.4954,9.27771,-18.7447
-92.5795,-64.0225,-27.8629,33.3845,17.2531,17.8607,26.3011,8.91148,-19.0376
-94.1684,-61.6118,-28.476,33.9499,18.1882,18.3276,27.1068,8.54526,-19.4039
-95.5537,-59.496,-29.0304,34.4447,19.0065,18.7479,27.8393,8.32552,-19.6969
-97.3181,-56.3336,-29.6603,35.0572,20.2221,19.4016,28.9379,7.73956,-20.0631
-98.5491,-53.8955,-30.0939,35.4813,21.1573,19.9152,29.6704,7.30009,-20.2828
-99.629,-51.4475,-30.6259,35.8818,22.1158,20.3822,30.3296,6.93386,-20.649
-100.49,-48.9052,-31.1071,36.2117,23.121,20.8491,30.8423,6.49439,-20.942
-101.168,-46.3408,-31.6017,36.4944,24.1497,21.2927,31.4283,5.98168,-21.3082
-101.755,-43.3816,-32.1005,36.7535,25.342,21.8063,31.941,5.32247,-21.6745
-102.223,-40.6527,-32.5252,36.9656,26.4407,22.2966,32.3805,4.73651,-21.9675
-102.509,-37.6322,-32.8435,37.1069,27.6564,22.857,32.8199,4.0773,-22.3337
-102.61,-34.5756,-33.2878,37.2247,28.9188,23.3706,33.1129,3.49134,-22.6267
-102.427,-31.4215,-33.7587,37.2719,30.2514,23.8609,33.3326,2.83213,-22.9196
-102.076,-28.5027,-34.1047,37.2483,31.4904,24.3279,33.5524,2.09968,-23.1394
-101.601,-25.5169,-34.5013,37.2012,32.7762,24.7948,33.7721,1.44048,-23.2859
-100.921,-22.741,-34.8275,37.0834,33.9919,25.215,33.8454,0.78127,-23.5056
-99.875,-19.2533,-35.1904,36.8713,35.5349,25.752,33.9919,-0.097672,-23.6521
-98.9041,-16.7387,-35.3489,36.6357,36.657,26.1489,34.0651,-0.830124,-23.7253
-97.712,-13.7408,-35.4744,36.3295,37.9896,26.6626,33.9919,-1.48933,-23.7986
-96.4395,-10.9041,-35.4957,35.9761,39.252,27.1762,33.9919,-2.36827,-23.8718
-95.0576,-8.07353,-35.4551,35.5755,40.5144,27.7132,33.9186,-3.17397,-23.9451
-93.5053,-5.31522,-35.3268,35.1043,41.7535,28.2502,33.6989,-3.83318,-23.9451
-92.024,-2.61538,-35.1185,34.6331,42.9458,28.8339,33.4791,-4.63887,-23.9451
-90.5376,-0.230666,-34.8193,34.1384,43.9978,29.3709,33.2594,-5.37132,-23.9451
-88.8454,2.17146,-34.4898,33.5729,45.0732,29.9078,32.9664,-6.32351,-23.9451
-86.9988,4.39958,-33.9386,32.9133,46.0551,30.4448,32.6002,-7.2757,-23.9451
-85.19,6.36807,-33.3507,32.2536,46.9201,30.9351,32.0875,-8.22789,-23.9451
-83.3215,8.09147,-32.7556,31.5703,47.6915,31.3554,31.5015,-9.03358,-23.9451
-81.3761,9.86038,-32.0567,30.84,48.463,31.8223,30.8423,-9.91252,-24.0183
-79.6786,11.1823,-31.3402,30.1803,49.0241,32.1959,30.1099,-10.645,-24.0183
-77.4597,12.4994,-30.3669,29.3086,49.5852,32.5694,29.4507,-11.5239,-23.9451
-75.2726,13.3201,-29.3501,28.4369,49.9358,32.8029,28.7182,-12.3296,-23.8718
-73.427,13.6773,-28.3911,27.683,50.0761,32.9196,28.059,-12.9888,-23.6521
-71.7546,13.7418,-27.522,26.9997,50.0995,32.943,27.3998,-13.5015,-23.1394
-70.1469,13.7069,-26.6678,26.34,50.0761,32.943,26.6673,-13.8678,-22.6267
-68.466,13.5671,-25.6629,25.6332,49.9826,32.943,25.8616,-14.3072,-22.0407
-66.7867,13.3273,-24.6441,24.9264,49.8423,32.9196,25.1292,-14.6735,-21.4547
-65.0805,12.8518,-23.5128,24.1961,49.5852,32.8496,24.3235,-14.9664,-20.7955
-63.5213,12.1381,-22.3504,23.5128,49.2111,32.7329,23.591,-15.3327,-20.1363
-61.986,11.1827,-21.1041,22.8296,48.7202,32.5694,22.8586,-15.6256,-19.5504
-60.7304,10.1556,-20.0098,22.2642,48.2059,32.3827,22.1261,-15.6989,-19.1109
-59.3121,8.88038,-18.7587,21.628,47.5746,32.1492,21.3204,-15.9186,-18.4517
-58.2313,7.76399,-17.7007,21.1333,47.0136,31.9624,20.5147,-15.9919,-17.939
-56.9204,6.39463,-16.4674,20.5443,46.3356,31.7289,19.6358,-16.0651,-17.353
-55.8181,5.28884,-15.4025,20.0495,45.7745,31.5655,18.9766,-15.9919,-16.9135
-54.5263,3.89812,-14.2363,19.4841,45.0966,31.332,18.1709,-15.9919,-16.4741
-53.3009,2.4183,-13.0442,18.9422,44.3718,31.0986,17.5849,-15.9919,-16.0346
-52.0852,0.739987,-11.779,18.4003,43.5536,30.8417,16.7792,-15.8454,-15.5951
-50.9881,-0.927108,-10.5404,17.9056,42.7354,30.6083,16.0468,-15.6256,-15.2289
-49.9402,-2.71922,-9.32514,17.4344,41.8704,30.3514,15.3876,-15.4059,-14.8627
-48.9483,-4.50206,-8.11461,16.9867,41.0054,30.118,14.8749,-15.1129,-14.4232
-47.8268,-6.85719,-6.56187,16.4684,39.8598,29.8378,14.2157,-14.6735,-13.9837
-46.772,-9.18564,-5.20661,15.9972,38.7611,29.5343,13.6297,-14.3805,-13.471
-46.1104,-11.2138,-4.20743,15.6909,37.8259,29.2541,13.1902,-14.0143,-13.1048
-45.3487,-13.8893,-3.00865,15.3375,36.6103,28.8806,12.7508,-13.5748,-12.7386
-44.8742,-16.5328,-2.0612,15.1019,35.4414,28.4837,12.238,-13.1353,-12.4456
-44.4332,-19.113,-1.23905,14.8899,34.3192,28.0868,11.8718,-12.6226,-12.2258
-44.1643,-21.5091,-0.584905,14.7485,33.2906,27.7132,11.6521,-12.1099,-12.0794
-43.9836,-23.9199,0.135033,14.6307,32.2385,27.3863,11.4323,-11.6704,-11.9329
-43.7372,-26.9868,0.898759,14.4894,30.9294,26.9427,11.2126,-11.0844,-11.8596
-43.5833,-29.7745,1.45559,14.3951,29.7605,26.5225,10.9196,-10.4252,-11.7131
-43.3256,-32.4401,1.90463,14.2773,28.6617,26.1022,10.7731,-9.83928,-11.7131
-42.9402,-35.7964,2.44548,14.1124,27.2824,25.5886,10.5534,-9.10683,-11.6399
-42.4486,-38.3068,2.87007,13.9239,26.2537,25.215,10.4069,-8.52087,-11.6399
-41.6597,-41.3163,3.31013,13.6412,25.0381,24.7481,10.1872,-7.78841,-11.5666
-40.7202,-44.1492,3.75573,13.3114,23.8925,24.3279,9.82095,-7.05596,-11.6399
-39.8507,-46.7303,4.19246,13.0051,22.8405,23.9776,9.52797,-6.32351,-11.6399
-38.697,-49.476,4.70532,12.6046,21.7184,23.6274,9.16174,-5.6643,-11.5666
-37.34,-52.4183,5.33172,12.1334,20.5027,23.3006,8.79552,-4.93185,-11.3469
-36.1954,-54.6343,5.92736,11.7329,19.5676,23.1138,8.42929,-4.1994,-11.2004
-34.6199,-57.2431,6.63778,11.191,18.4688,22.9037,7.84333,-3.46695,-10.9074
-33.1167,-59.4703,7.3748,10.6727,17.5103,22.7869,7.33061,-2.80774,-10.5412
-31.4577,-61.6351,8.12368,10.1072,16.5751,22.6935,6.74465,-2.14854,-10.175
-30.1495,-63.0978,8.78428,9.65958,15.9206,22.6935,6.37843,-1.78231,-9.73551
-28.6155,-64.6702,9.48234,9.14126,15.2192,22.6935,5.86571,-1.34284,-9.44253
-26.9889,-66.0898,10.1186,8.59939,14.588,22.6935,5.27975,-0.903369,-9.0763
-25.063,-67.4926,10.8156,7.96327,13.9568,22.7169,4.69379,-0.537143,-8.63683
-23.3398,-68.5077,11.4096,7.39783,13.4892,22.7636,4.10783,-0.317407,-8.27061
-21.103,-69.6417,12.1757,6.66747,12.9515,22.857,3.22888,-0.0244268,-7.75789
-19.0784,-70.5231,12.9319,6.00779,12.5073,22.9971,2.42319,0.195309,-7.31842
-16.8923,-71.3309,13.7096,5.30099,12.0865,23.1605,1.76398,0.415044,-6.8057
-14.5373,-72.0327,14.4434,4.54707,11.7125,23.3239,0.958284,0.561535,-6.21974
-12.539,-72.4679,15.0617,3.91095,11.4553,23.4873,0.445568,0.63478,-5.70703
-10.5268,-72.7426,15.6233,3.27483,11.2683,23.6508,-0.360129,0.78127,-5.3408
-8.2745,-72.8563,16.1399,2.56804,11.1514,23.8142,-1.09258,0.78127,-4.60835
-6.31459,-72.8624,16.5968,1.95548,11.0813,23.9776,-1.89828,0.78127,-4.02239
-3.96743,-72.694,17.1686,1.22512,11.0579,24.2111,-2.92371,0.92776,-3.43643
-1.60661,-72.4701,17.6992,0.494759,11.0579,24.4446,-3.80265,0.92776,-2.70397
0.536822,-72.2669,18.1502,-0.16492,11.0579,24.6547,-4.60835,0.92776,-2.11801
2.76712,-72.0087,18.5642,-0.848159,11.0813,24.8648,-5.12106,0.854515,-1.31232
5.23948,-71.6725,18.983,-1.60208,11.128,25.0983,-5.85352,0.854515,-0.579865
7.64168,-71.3273,19.2624,-2.33244,11.1982,25.2851,-6.73246,0.92776,0.152587
9.74225,-70.9275,19.5159,-2.96856,11.2917,25.4719,-7.46491,0.854515,0.885039
12.0026,-70.4199,19.7135,-3.65179,11.4319,25.6586,-8.34385,0.92776,1.471
14.1142,-69.9111,19.8942,-4.28791,11.5722,25.8454,-9.14955,0.92776,2.13021
16.3067,-69.2946,20.021,-4.94759,11.7592,26.0322,-10.0285,0.92776,2.86266
18.5064,-68.5467,20.1462,-5.60727,11.993,26.2423,-10.9807,0.92776,3.52186
20.8686,-67.6672,20.2512,-6.31407,12.2736,26.4758,-11.8596,0.92776,4.25432
22.8376,-66.8882,20.285,-6.90307,12.5307,26.6626,-12.6653,0.854515,4.98677
24.9705,-65.8472,20.3228,-7.53919,12.8814,26.8961,-13.5443,0.854515,5.64597
27.3491,-64.4132,20.3662,-8.24599,13.3723,27.1996,-14.5697,0.854515,6.52492
29.3372,-63.0561,20.3945,-8.83499,13.8399,27.4797,-15.3754,0.78127,7.18412
31.4162,-61.5421,20.4473,-9.44754,14.3542,27.8066,-16.2543,0.78127,7.84333
33.4925,-59.9219,20.4373,-10.0601,14.9153,28.1335,-16.9135,0.63478,8.57578
35.5969,-58.04,20.5351,-10.6727,15.5465,28.5537,-17.646,0.415044,9.38148
37.7098,-56.0777,20.6225,-11.2852,16.2011,28.9973,-18.5249,0.268554,10.1139
39.5879,-54.244,20.6997,-11.8271,16.8089,29.4176,-19.3306,0.0488184,10.8464
41.4736,-52.3295,20.7708,-12.369,17.4401,29.8612,-20.0631,-0.317407,11.5788
43.2887,-50.3337,20.8513,-12.8873,18.0947,30.3281,-20.8688,-0.610388,12.3113
45.3495,-47.9947,20.889,-13.4763,18.8662,30.8651,-21.6745,-1.04986,13.2635
47.2617,-45.7559,20.9506,-14.0182,19.5909,31.4021,-22.4069,-1.41608,13.9227
48.7701,-43.9865,21.0171,-14.4423,20.152,31.8457,-22.9196,-1.85556,14.6551
50.6255,-41.6841,21.1084,-14.9606,20.8767,32.4294,-23.6521,-2.29503,15.3876
52.222,-39.8797,21.1347,-15.4082,21.4378,32.8963,-24.2381,-2.58801,15.9735
54.3214,-37.4093,21.1262,-15.9972,22.2093,33.5267,-25.0438,-3.02748,16.7792
56.0255,-35.3267,21.1725,-16.4684,22.8405,34.087,-25.6297,-3.3937,17.5117
57.7413,-32.9475,21.2276,-16.9396,23.5652,34.7174,-26.4354,-3.75993,18.3174
59.3819,-30.6131,21.2857,-17.3873,24.2666,35.3478,-27.1679,-4.05291,19.1231
61.4518,-27.4438,21.312,-17.9527,25.2251,36.1883,-28.0468,-4.63887,20.1485
63.1782,-24.8542,21.3065,-18.4239,25.9966,36.8887,-28.706,-5.15159,21.0275
64.8295,-22.4381,21.3089,-18.8715,26.6979,37.5658,-29.3652,-5.6643,21.8332
66.9171,-19.2785,21.2809,-19.437,27.6097,38.4529,-30.3174,-6.17702,22.8586
68.5883,-16.6987,21.2822,-19.8846,28.3344,39.2001,-31.0499,-6.76298,23.6643
70.0474,-14.2984,21.1639,-20.2851,29.0357,39.8538,-31.7091,-7.2757,24.5432
72.1228,-10.7854,21.011,-20.8506,30.041,40.8344,-32.7345,-8.00815,25.7884
73.7689,-7.88994,20.8749,-21.2982,30.8592,41.6515,-33.5402,-8.59411,26.8138
75.4019,-4.98815,20.6862,-21.7458,31.6775,42.4687,-34.2726,-9.25332,27.766
76.9581,-2.04338,20.5134,-22.1699,32.4957,43.3092,-34.9318,-9.83928,28.8647
78.4114,0.657727,20.2955,-22.5704,33.2438,44.0796,-35.5911,-10.352,29.8901
79.9803,4.12782,19.9066,-23.0181,34.2491,45.0135,-36.3235,-11.0112,31.1353
81.2923,7.13796,19.5501,-23.395,35.1141,45.8307,-36.9827,-11.7437,32.3805
82.3667,10.1055,19.2749,-23.7013,35.9557,46.6478,-37.7884,-12.2564,33.4059
83.4817,13.5798,18.8788,-24.0312,36.9609,47.5817,-38.5209,-12.9156,34.4313
84.3664,16.8839,18.5851,-24.2903,37.8961,48.4923,-39.1801,-13.7213,35.53
85.0425,19.6879,18.2384,-24.5024,38.7143,49.2394,-39.766,-14.3072,36.4822
85.5194,22.9913,17.8625,-24.6673,39.6962,50.1032,-40.4985,-14.9664,37.5076
85.7748,25.8727,17.6115,-24.7615,40.5378,50.8737,-41.0112,-15.6256,38.3866
85.926,29.5848,17.3368,-24.8322,41.6132,51.8776,-41.8169,-16.3581,39.5585
85.8871,32.9978,17.0527,-24.8558,42.6185,52.7882,-42.5493,-17.1638,40.5107
85.7726,36.0312,16.8056,-24.8558,43.5068,53.6053,-42.9888,-17.9695,41.4629
85.5278,39.6788,16.4763,-24.8322,44.5822,54.5859,-43.5748,-18.9217,42.5615
85.2357,43.0361,16.2433,-24.7851,45.5407,55.5198,-44.1607,-19.7274,43.587
84.8812,45.9355,16.0728,-24.7144,46.359,56.337,-44.6002,-20.5331,44.4659
84.4166,49.1608,15.8607,-24.6202,47.2707,57.2475,-45.1129,-21.4853,45.4181
83.8799,52.4718,15.6876,-24.5024,48.1825,58.2047,-45.6256,-22.291,46.3703
83.3049,55.813,15.4263,-24.3846,49.1176,59.162,-46.1384,-23.1699,47.2492
82.5586,58.9351,15.1829,-24.2196,50.006,60.0492,-46.6511,-24.1953,48.2014
81.6418,62.2598,14.955,-24.0076,50.9411,61.0064,-47.237,-25.1475,49.2269
80.8017,65.3302,14.6865,-23.8191,51.8061,61.8936,-47.6765,-26.173,50.1058
79.8224,68.4072,14.4996,-23.5835,52.6477,62.8041,-48.116,-27.2716,51.058
78.8332,71.2657,14.2781,-23.3479,53.4426,63.6446,-48.6287,-28.2238,51.8637
77.1344,75.3457,14.041,-22.9238,54.5647,64.8587,-49.3611,-29.6155,52.9624
75.7406,78.3147,13.87,-22.5704,55.383,65.7459,-49.8006,-30.6409,53.8413
73.9908,81.675,13.6595,-22.1228,56.3181,66.7498,-50.3866,-31.9593,54.8667
72.5277,84.2538,13.4803,-21.7458,57.0428,67.5203,-50.8261,-32.8383,55.5992
70.9904,86.8743,13.3062,-21.3453,57.7675,68.3141,-51.1923,-34.0102,56.5514
69.2669,89.4132,13.0642,-20.8977,58.5156,69.0612,-51.6317,-35.1821,57.2106
67.2486,91.9919,12.9038,-20.3558,59.2637,69.8317,-52.0712,-36.354,57.943
65.4162,94.2454,12.7447,-19.861,59.9183,70.5087,-52.4374,-37.4527,58.4557
63.0813,96.8292,12.5413,-19.2249,60.6898,71.2792,-52.9502,-38.7711,58.9685
60.8663,98.9595,12.3814,-18.6124,61.3444,71.9096,-53.3896,-39.8698,59.4079
58.6988,100.822,12.3084,-17.9998,61.9055,72.4699,-53.6826,-41.115,59.8474
56.3765,102.573,12.2086,-17.3401,62.4666,72.9835,-53.9756,-42.2869,60.1404
53.8974,104.34,12.0618,-16.6333,63.051,73.4972,-54.1221,-43.5321,60.4334
51.2962,105.945,11.9727,-15.8794,63.5887,73.9641,-54.3418,-44.7772,60.6531
48.3415,107.466,11.9662,-15.0077,64.103,74.4077,-54.4883,-46.1689,60.8728
45.5869,108.6,12.0313,-14.1831,64.5005,74.7346,-54.5616,-47.3408,61.0193
42.5388,109.678,12.1045,-13.2643,64.8979,75.0381,-54.5616,-48.6592,61.0193
39.3491,110.517,12.1471,-12.2983,65.2719,75.2482,-54.3418,-49.9044,61.0926
35.95,110.991,12.1906,-11.2617,65.5992,75.3183,-53.8291,-51.2228,61.2391
32.6552,111.237,12.2611,-10.2486,65.8564,75.3183,-53.2431,-52.2482,61.1658
28.8412,111.503,12.3052,-9.07059,66.1369,75.3183,-52.2177,-53.5666,61.0926
25.3032,111.635,12.533,-7.96327,66.2772,75.3183,-51.2655,-54.8118,60.7263
21.8503,111.617,12.754,-6.87951,66.3707,75.2716,-50.0204,-56.057,59.8474
18.4877,111.534,13.0501,-5.81931,66.3941,75.2249,-48.7019,-57.1557,58.6022
15.4277,111.354,13.3442,-4.85335,66.3707,75.1548,-47.4568,-58.2543,57.2838
12.516,111.153,13.6259,-3.93451,66.324,75.0848,-45.9919,-59.2798,55.8922
9.23111,110.602,14.0086,-2.89788,66.1837,74.898,-44.1607,-60.3784,53.9878
5.935,109.893,14.2871,-1.86124,66.0434,74.6412,-42.1099,-61.4771,51.7172
2.934,108.908,14.5889,-0.918838,65.833,74.291,-39.8393,-62.2096,49.1536
0.0753072,107.766,14.7905,-0.02356,65.6226,73.8707,-37.3489,-62.942,46.5168
-2.7133,106.394,14.9283,0.848159,65.3888,73.3571,-34.7121,-63.4547,43.7335
-5.65862,104.694,15.0755,1.767,65.0849,72.7267,-31.6358,-63.9675,40.3642
-8.08249,102.973,15.2316,2.52092,64.7576,72.0964,-28.7793,-64.4069,37.1414
-9.75089,101.529,15.3017,3.03924,64.5005,71.5594,-26.5819,-64.5534,34.5778
-11.4963,99.6042,15.3447,3.58111,64.1732,70.8356,-23.9451,-64.4802,31.5015
-12.7843,97.8329,15.3206,3.98163,63.8926,70.1585,-21.7477,-64.4069,29.0844
-14.001,95.789,15.344,4.35859,63.542,69.3881,-19.4771,-64.1139,26.5208
-15.2892,92.4913,15.2961,4.75911,63.0043,68.1273,-16.4008,-63.3815,23.1516
-16.2932,87.2307,15.4654,5.06539,62.0224,66.1662,-12.6653,-61.4771,19.1231
-16.538,83.4871,15.646,5.13607,61.2743,64.7887,-10.9074,-60.1587,17.2187
-16.5547,79.2825,15.8323,5.13607,60.4093,63.2477,-9.73551,-58.6206,15.6806
-16.557,76.1366,15.858,5.13607,59.7781,62.0804,-9.00306,-57.3754,14.7284
-16.4922,72.7204,15.9872,5.11251,59.03,60.843,-8.27061,-56.057,13.8494
-16.4263,69.4088,16.1053,5.08895,58.2819,59.6523,-7.75789,-54.5921,13.117
-16.4446,65.9437,16.3097,5.08895,57.4402,58.4382,-7.24518,-53.1272,12.531
-16.3861,62.5771,16.5133,5.06539,56.5986,57.2708,-6.8057,-51.6623,11.9451
-16.3351,59.0486,16.8035,5.04183,55.6635,56.0801,-6.43948,-50.1974,11.4323
-16.3599,55.1436,17.0847,5.04183,54.6115,54.7727,-6.07325,-48.4395,10.9929
-16.4635,51.0252,17.3865,5.06539,53.4659,53.4185,-5.78027,-46.6084,10.5534
-16.6287,47.5172,17.5123,5.11251,52.5074,52.2512,-5.41405,-45.0702,10.1139
-16.9457,43.9035,17.6088,5.20675,51.5022,51.0605,-5.12106,-43.6053,9.67446
-17.3408,40.2246,17.7111,5.32455,50.4502,49.8698,-4.75484,-41.9939,9.30823
-17.8904,36.4773,17.8078,5.48947,49.3514,48.679,-4.38861,-40.4558,8.94201
-18.6638,32.5783,17.8128,5.72507,48.2059,47.4416,-3.94914,-38.7711,8.57578
-19.4279,29.063,17.7223,5.96067,47.1772,46.321,-3.43643,-37.526,8.20956
-20.4902,25.4751,17.5304,6.29051,46.1252,45.177,-2.99696,-35.9878,7.69684
-21.7047,21.8155,17.3227,6.66747,45.0264,44.0329,-2.70397,-34.4497,7.03763
-23.3703,18.044,17.0143,7.18579,43.8809,42.8656,-2.04477,-32.765,6.30518
-24.8927,14.6493,16.8074,7.65699,42.8055,41.8616,-1.6053,-31.3001,5.71922
-26.4738,11.7151,16.4678,8.15175,41.8937,40.9745,-1.23907,-29.9817,4.98677
-28.4375,8.50695,16.105,8.76431,40.8651,40.0406,-0.65311,-28.59,4.32756
-30.6913,5.37386,15.6238,9.4711,39.8598,39.13,0.0793419,-27.0519,3.59511
-33.0157,2.50225,15.1166,10.2015,38.9247,38.3129,0.811794,-25.88,2.9359
-35.465,-0.132796,14.4604,10.9789,38.0831,37.5424,1.61749,-24.6348,2.13021
-38.3051,-2.63621,13.8268,11.8742,37.2415,36.8653,2.56968,-23.3164,1.17802
-40.8552,-4.57866,13.3044,12.6753,36.5635,36.375,3.44862,-22.291,0.299077
-43.7533,-6.36032,12.5861,13.5941,35.9557,35.9081,4.47405,-21.1923,-0.65311
-46.8743,-7.96028,11.8146,14.5836,35.3946,35.5112,5.49948,-20.2401,-1.6053
-50.1194,-9.24544,10.913,15.6203,34.9504,35.1843,6.74465,-19.2879,-2.55748
-53.0747,-10.0762,10.1104,16.5627,34.6465,34.9976,7.77008,-18.4822,-3.50967
-56.3155,-10.5592,9.18648,17.5993,34.4595,34.9042,8.94201,-17.823,-4.46186
-59.5477,-10.6938,8.22602,18.6359,34.3893,34.9042,9.96744,-17.0906,-5.56054
