X,Y,Z,Q1,Q2,Q3,Q4,Q5,Q6
-85.8063,-31.7803,20.9445,24.3846,21.4144,38.8732,17.5849,-23.6826,-18.6714
-85.2814,-33.1178,21.4444,24.1961,20.8767,38.7565,17.2187,-23.7559,-18.3784
-84.8887,-34.4929,21.8241,24.0547,20.339,38.6164,16.8525,-23.8291,-18.0855
-84.6541,-35.9227,22.1397,23.9605,19.778,38.4763,16.5595,-23.8291,-17.7925
-84.6067,-37.6132,22.4557,23.9134,19.1,38.3362,16.2665,-23.6826,-17.5727
-84.6437,-39.0871,22.7513,23.8898,18.4922,38.2428,16.12,-23.4629,-17.4263
-84.7871,-40.8245,23.075,23.8898,17.7674,38.1494,15.9003,-23.1699,-17.2798
-84.9633,-42.5531,23.4727,23.8898,17.0193,38.1027,15.9003,-22.9502,-17.1333
-85.2034,-44.236,23.8015,23.9134,16.2946,38.056,15.8271,-22.6572,-17.06
-85.447,-45.839,24.1372,23.9369,15.5933,38.0327,15.8271,-22.3642,-16.9868
-85.5867,-47.2896,24.4519,23.9369,14.9621,38.0093,15.8271,-22.0712,-16.9868
-85.72,-48.7444,24.7522,23.9369,14.3308,37.986,15.8271,-21.9247,-16.9135
-85.8418,-50.1503,25.0265,23.9369,13.723,37.9627,15.8271,-21.705,-16.9135
-85.8183,-51.7718,25.403,23.8898,13.0217,37.9393,15.8271,-21.412,-16.9135
-85.592,-53.4645,25.7538,23.7956,12.3203,37.8693,15.8271,-20.9725,-16.9135
-85.0826,-55.2279,26.1129,23.6306,11.619,37.7525,15.6806,-20.3866,-16.9135
-84.5296,-57.0612,26.3734,23.4657,10.9176,37.5891,15.6806,-19.8739,-16.8403
-83.8608,-58.5226,26.5856,23.2772,10.3799,37.4257,15.5341,-19.3612,-16.9135
-82.9959,-60.1047,26.7817,23.0416,9.81885,37.2155,15.3876,-18.7752,-16.9135
-81.861,-61.6129,27.0062,22.7354,9.30453,36.9821,15.1678,-18.2625,-16.9135
-80.5511,-62.9597,27.2563,22.382,8.86034,36.7486,14.8016,-17.6033,-16.9135
-79.236,-63.9508,27.4849,22.0286,8.55642,36.5385,14.5086,-17.0173,-16.8403
-77.8946,-64.8116,27.6378,21.6752,8.32264,36.305,14.2157,-16.5778,-16.8403
-76.5579,-65.4235,27.7906,21.3218,8.18237,36.0949,13.8494,-15.9919,-16.8403
-74.937,-65.8823,27.9143,20.8977,8.13562,35.8381,13.5565,-15.4059,-16.6206
-73.5857,-66.1679,28.0011,20.5443,8.13562,35.6279,13.1902,-14.9664,-16.4008
-72.1776,-66.2275,28.1687,20.1673,8.20575,35.4645,12.824,-14.527,-16.1078
-70.8377,-66.017,28.2592,19.8139,8.39278,35.3011,12.3113,-14.0143,-15.8881
-69.473,-65.6219,28.2662,19.4605,8.67331,35.1143,11.7986,-13.5748,-15.5951
-68.2058,-64.8952,28.2759,19.1307,9.07074,34.9742,11.3591,-13.2818,-15.3021
-67.1059,-63.9768,28.2327,18.848,9.53831,34.8575,10.9929,-13.0621,-15.0824
-66.0216,-62.7832,28.2235,18.5652,10.0994,34.7874,10.4802,-12.7691,-14.8627
-64.8555,-61.3468,28.227,18.259,10.754,34.7407,9.96744,-12.6226,-14.7162
-63.781,-59.6385,28.225,17.9763,11.5021,34.7407,9.52797,-12.5494,-14.5697
-62.7716,-57.7751,28.137,17.7171,12.3203,34.7407,9.01525,-12.4029,-14.4232
-61.9372,-55.7497,28.0293,17.5051,13.1853,34.7874,8.50254,-12.3296,-14.2767
-61.0878,-53.6255,27.8646,17.293,14.0971,34.8341,8.20956,-12.4029,-14.057
-60.4141,-51.3947,27.687,17.1281,15.0322,34.9275,7.69684,-12.4029,-13.9837
-59.9734,-49.361,27.4005,17.0339,15.8972,34.9976,7.40386,-12.6958,-13.8372
-59.5246,-47.148,27.0826,16.9396,16.8323,35.0909,7.11088,-12.9156,-13.764
-59.2451,-44.9655,26.7406,16.8925,17.7441,35.2077,6.8179,-13.1353,-13.6907
-59.14,-42.8645,26.3944,16.8925,18.6091,35.3478,6.59816,-13.5015,-13.5443
-59.0188,-40.8554,25.9952,16.8925,19.4507,35.4645,6.59816,-13.7945,-13.471
-58.9656,-38.6707,25.5335,16.9161,20.3624,35.6046,6.37843,-14.1607,-13.471
-59.0124,-36.6175,25.1156,16.9632,21.204,35.768,6.37843,-14.6002,-13.3978
-59.1377,-34.3588,24.6727,17.0339,22.1158,35.9781,6.30518,-15.0397,-13.3978
-59.2774,-32.3117,24.2801,17.1045,22.934,36.1883,6.37843,-15.4792,-13.3978
-59.3231,-30.2239,23.866,17.1517,23.7756,36.3984,6.45167,-15.9186,-13.3978
-59.3533,-28.0969,23.404,17.1988,24.6406,36.6085,6.52492,-16.3581,-13.3978
-59.2515,-26.2267,23.0752,17.1988,25.3887,36.8186,6.67141,-16.8708,-13.3245
-59.142,-24.2345,22.7214,17.1988,26.1836,37.0521,6.8179,-17.3835,-13.2513
-58.9814,-22.3644,22.4805,17.1752,26.9083,37.3089,6.8179,-17.9695,-13.1048
-58.6583,-20.5018,22.268,17.1045,27.633,37.5658,6.96439,-18.5555,-12.8851
-58.269,-18.8719,22.1171,17.0103,28.2642,37.7992,7.03763,-19.1414,-12.7386
-57.6735,-17.2286,22.1287,16.8454,28.8721,38.0794,7.03763,-19.7274,-12.2991
-56.9648,-15.6646,22.3295,16.6333,29.4098,38.4063,6.89114,-20.2401,-11.7131
-56.1962,-14.2446,22.6163,16.3977,29.8773,38.7331,6.74465,-20.6796,-11.0539
-55.3752,-13.0134,23.0184,16.1386,30.2514,39.06,6.52492,-21.1923,-10.175
-54.7183,-12.1663,23.403,15.9265,30.4852,39.3168,6.08545,-21.705,-9.29604
-54.2159,-11.7374,23.7361,15.7616,30.5787,39.4802,5.79246,-22.291,-8.49034
-53.7983,-11.5645,24.0711,15.6203,30.5787,39.597,5.49948,-22.7304,-7.83114
-53.3678,-11.6357,24.3639,15.4789,30.5086,39.6437,5.2065,-23.0967,-7.02544
-52.9616,-11.9765,24.7478,15.3375,30.3215,39.667,4.91352,-23.3896,-6.29299
-52.6578,-12.588,25.1993,15.2197,30.0176,39.667,4.62054,-23.7559,-5.48729
-52.3648,-13.5071,25.6964,15.1019,29.5968,39.6203,4.32756,-23.9756,-4.82808
-52.2243,-14.5119,26.1292,15.0313,29.1526,39.5503,4.18107,-24.1953,-4.16888
-52.0997,-15.876,26.6253,14.9606,28.5682,39.4335,3.88809,-24.2686,-3.65616
-52.1404,-17.4249,27.0996,14.937,27.9136,39.2934,3.81485,-24.3418,-3.21669
-52.2764,-19.1265,27.6094,14.937,27.1889,39.1534,3.66836,-24.3418,-2.77722
-52.4027,-20.9201,28.083,14.937,26.4407,38.9899,3.59511,-24.2686,-2.48424
-52.5418,-22.8702,28.6045,14.937,25.6225,38.8265,3.44862,-24.1221,-2.2645
-52.6803,-24.8805,29.1237,14.937,24.7809,38.6631,3.52186,-23.9024,-1.97152
-52.818,-27.0852,29.6399,14.937,23.8691,38.4763,3.52186,-23.5361,-1.82503
-53.0346,-29.3524,30.1241,14.9606,22.934,38.2895,3.52186,-23.1699,-1.82503
-53.1716,-31.7334,30.6368,14.9606,21.9521,38.1027,3.52186,-22.8769,-1.67854
-53.3861,-34.1786,31.1106,14.9841,20.9469,37.916,3.59511,-22.4374,-1.6053
-53.5293,-36.7065,31.6456,14.9841,19.8949,37.7525,3.66836,-22.0712,-1.53205
-53.6725,-39.2157,32.1808,14.9841,18.8428,37.6124,3.7416,-21.6318,-1.45881
-53.7917,-41.5833,32.6261,14.9841,17.8609,37.4724,3.81485,-21.0458,-1.45881
-53.8579,-44.294,33.2051,14.9606,16.7154,37.3556,3.96134,-20.4598,-1.38556
-53.9971,-46.8819,33.726,14.9606,15.6166,37.2622,3.96134,-19.8006,-1.38556
-54.0519,-49.4498,34.265,14.937,14.5179,37.1922,4.10783,-19.2879,-1.31232
-53.9909,-51.7125,34.7068,14.8899,13.5594,37.1222,4.18107,-18.7019,-1.31232
-53.8645,-54.0244,35.2424,14.8192,12.5541,37.0988,4.25432,-18.116,-1.31232
-53.6399,-56.2919,35.7507,14.725,11.5722,37.0755,4.25432,-17.4568,-1.31232
-53.2417,-58.4275,36.2881,14.5836,10.6371,37.0755,4.32756,-16.7976,-1.23907
-52.7367,-60.3016,36.768,14.4187,9.81885,37.0755,4.40081,-16.2116,-1.23907
-52.0431,-61.9117,37.222,14.2067,9.1175,37.0755,4.32756,-15.6256,-1.16583
-51.1572,-63.0944,37.6343,13.9475,8.60318,37.0755,4.25432,-15.1862,-1.09258
-50.1582,-63.9345,37.9583,13.6648,8.25251,37.0521,4.03458,-14.6735,-1.01934
-48.896,-64.6136,38.3112,13.3114,7.97197,37.0288,3.88809,-14.3072,-0.872845
-47.6288,-64.8831,38.6453,12.958,7.85508,37.0288,3.52186,-13.8678,-0.7996
-46.3417,-64.9158,38.8928,12.6046,7.85508,37.0054,3.15564,-13.5748,-0.726355
-44.8887,-64.808,39.1971,12.2041,7.90183,37.0054,2.64292,-13.2818,-0.506619
-43.5129,-64.4847,39.4436,11.8271,8.0421,37.0054,2.20345,-13.0621,-0.286884
-42.1311,-63.9999,39.6574,11.4501,8.25251,37.0054,1.76398,-12.8423,-0.0671484
-40.6646,-63.2675,39.888,11.0496,8.55642,37.0288,1.25126,-12.6226,0.152587
-39.2707,-62.4608,40.0292,10.6727,8.9071,37.0288,0.811794,-12.5494,0.372323
-37.9585,-61.5475,40.1235,10.3193,9.30453,37.0288,0.299077,-12.3296,0.518813
-36.7264,-60.4743,40.1609,9.98942,9.77209,37.0288,-0.213639,-12.2564,0.738548
-35.5762,-59.2956,40.1488,9.68314,10.2864,37.0288,-0.65311,-12.1831,0.811794
-34.5079,-58.0119,40.0855,9.40042,10.8475,37.0288,-1.16583,-12.2564,1.03153
-33.5195,-56.5706,39.9587,9.14126,11.4787,37.0288,-1.67854,-12.1099,1.17802
-32.6229,-55.0998,39.841,8.90567,12.1099,37.0521,-2.19126,-12.1099,1.25126
-31.8008,-53.559,39.624,8.69363,12.7879,37.0521,-2.63073,-12.1099,1.39775
-31.0662,-51.8838,39.3909,8.50515,13.5126,37.0755,-3.0702,-12.1099,1.471
-30.4966,-50.2991,39.0799,8.36379,14.2139,37.0755,-3.50967,-12.1099,1.54425
-30.1006,-48.6339,38.7526,8.26955,14.9387,37.0988,-3.8759,-12.1099,1.54425
-29.7794,-46.7646,38.3336,8.19887,15.7569,37.1222,-4.09563,-12.1831,1.61749
-29.6207,-44.7985,37.8331,8.17531,16.6219,37.1455,-4.46186,-12.2564,1.69074
-29.473,-42.8273,37.4056,8.15175,17.4635,37.2155,-4.60835,-12.3296,1.69074
-29.3915,-40.5547,36.8367,8.15175,18.4454,37.2856,-4.82808,-12.4761,1.61749
-29.3904,-38.4812,36.2298,8.17531,19.3572,37.3323,-4.90133,-12.7691,1.69074
-29.3931,-36.437,35.6526,8.19887,20.2455,37.4023,-4.90133,-12.9156,1.69074
-29.3798,-34.2007,34.9678,8.22243,21.2274,37.4724,-5.04782,-13.2818,1.69074
-29.4623,-32.013,34.3607,8.26955,22.1625,37.5891,-5.12106,-13.5015,1.61749
-29.4744,-29.8718,33.86,8.29311,23.0509,37.7525,-5.04782,-14.0143,1.69074
-29.5615,-27.6926,33.2955,8.34023,23.9627,37.916,-4.97457,-14.3805,1.61749
-29.57,-25.5421,32.7769,8.36379,24.851,38.1027,-4.82808,-14.82,1.69074
-29.4974,-23.3703,32.2831,8.36379,25.7394,38.3129,-4.60835,-15.4059,1.69074
-29.2103,-21.484,32.0482,8.29311,26.4641,38.5697,-4.5351,-15.9186,1.69074
-28.9295,-19.4886,31.8516,8.22243,27.2122,38.8732,-4.46186,-16.3581,1.76398
-28.4887,-17.5967,31.7062,8.10463,27.9136,39.1767,-4.31537,-16.8708,1.83723
-28.0545,-15.937,31.6015,7.98683,28.5214,39.4569,-4.31537,-17.3835,2.13021
-27.4709,-14.3899,31.6235,7.82191,29.0591,39.7604,-4.31537,-18.0427,2.42319
-26.8031,-13.0576,31.6397,7.63343,29.5267,40.0172,-4.31537,-18.7019,2.9359
-26.0661,-11.9161,31.7627,7.42139,29.9007,40.274,-4.38861,-19.2879,3.44862
-25.4168,-11.0811,31.9198,7.23291,30.1579,40.4842,-4.68159,-19.7274,3.88809
-24.6033,-10.3754,32.1053,6.99731,30.3683,40.6709,-4.97457,-20.0936,4.5473
-23.7949,-9.97491,32.3407,6.76171,30.4618,40.811,-5.19431,-20.6063,5.27975
-23.1534,-9.83272,32.5812,6.57323,30.4618,40.9044,-5.48729,-20.9725,6.0122
-22.4999,-9.84404,32.7245,6.38475,30.4384,40.9278,-5.70703,-21.1923,6.74465
-21.9404,-10.0431,32.966,6.21983,30.3215,40.9511,-5.92676,-21.412,7.33061
-21.3782,-10.3251,33.1919,6.05491,30.1813,40.9511,-6.1465,-21.5585,7.84333
-20.8288,-10.8432,33.5507,5.88999,29.9241,40.9511,-6.36623,-21.705,8.35605
-20.2758,-11.4455,33.8917,5.72507,29.6436,40.9278,-6.58597,-21.8515,8.94201
-19.8978,-12.2391,34.3182,5.60727,29.2695,40.9044,-6.73246,-21.998,9.52797
-19.5997,-13.1187,34.7162,5.51303,28.8721,40.8577,-6.87895,-22.0712,9.96744
-19.3806,-14.1679,35.0699,5.44235,28.4279,40.7643,-6.95219,-22.1445,10.4802
-19.077,-15.3523,35.4337,5.34811,27.937,40.6476,-7.02544,-22.2177,10.9196
-18.9464,-16.6857,35.8474,5.30099,27.3759,40.5309,-7.09868,-22.291,11.3591
-18.8124,-18.1084,36.2326,5.25387,26.7914,40.3908,-7.02544,-22.291,11.7253
-18.8491,-19.5015,36.6308,5.25387,26.207,40.274,-7.09868,-22.1445,11.8718
-18.7957,-20.8023,36.977,5.23031,25.6693,40.1573,-7.02544,-22.0712,12.0915
-18.923,-22.4035,37.4345,5.25387,24.9913,40.0406,-7.02544,-21.8515,12.238
-18.9724,-24.2106,37.9717,5.25387,24.2198,39.9238,-6.87895,-21.705,12.4578
-19.1066,-25.9424,38.4987,5.27743,23.4717,39.8304,-6.8057,-21.5585,12.6043
-19.1521,-27.4978,38.9912,5.27743,22.7937,39.7604,-6.65921,-21.2655,12.6775
-19.2814,-29.1958,39.4577,5.30099,22.069,39.667,-6.58597,-20.8261,12.6775
-19.4169,-30.8322,39.9876,5.32455,21.3443,39.6203,-6.29299,-20.4598,12.824
-19.4652,-32.4763,40.5056,5.32455,20.6196,39.5736,-6.1465,-20.0204,12.8972
-19.6016,-34.0933,41.0373,5.34811,19.8949,39.5503,-6.00001,-19.5809,12.8972
-19.7388,-35.6316,41.5729,5.37167,19.1935,39.5503,-5.70703,-19.2879,12.9705
-19.7914,-37.2796,42.1321,5.37167,18.4454,39.5503,-5.41405,-18.9217,12.9705
-19.9319,-39.0385,42.6945,5.39523,17.6505,39.5503,-5.19431,-18.5555,12.9705
-20.0665,-40.8398,43.1908,5.41879,16.8557,39.5269,-4.75484,-18.1892,12.9705
-20.2904,-42.614,43.696,5.46591,16.0608,39.5269,-4.46186,-17.7498,12.9705
-20.514,-44.2556,44.1895,5.51303,15.3127,39.5503,-3.94914,-17.3103,12.9705
-20.5612,-45.9033,44.6779,5.51303,14.5646,39.5736,-3.36318,-16.9441,13.0437
-20.4386,-47.4874,45.2447,5.46591,13.8165,39.6437,-2.85046,-16.4313,12.9705
-20.2238,-49.0237,45.7854,5.39523,13.0918,39.7137,-2.48424,-15.9919,12.9705
-20.0957,-50.4237,46.3151,5.34811,12.4138,39.8071,-2.11801,-15.5524,13.0437
-19.7899,-51.686,46.8621,5.25387,11.7826,39.9238,-1.82503,-15.1862,13.0437
-19.5619,-52.5242,47.3,5.18319,11.3384,40.0406,-1.67854,-14.82,13.0437
-19.1572,-53.2751,47.7764,5.06539,10.9176,40.1806,-1.45881,-14.4537,13.0437
-18.7457,-53.7593,48.1949,4.94759,10.6137,40.3207,-1.38556,-14.0875,13.0437
-18.153,-53.9408,48.6158,4.78267,10.4267,40.4842,-1.31232,-13.7945,13.0437
-17.5615,-53.8367,49.0764,4.61775,10.3332,40.6943,-1.31232,-13.5015,12.9705
-16.8716,-53.5527,49.4612,4.42927,10.3332,40.8811,-1.23907,-13.355,13.0437
-16.0979,-53.107,49.9622,4.21723,10.3565,41.1379,-1.31232,-13.2086,12.9705
-15.3242,-52.4268,50.5105,4.00519,10.4501,41.4414,-1.31232,-13.0621,13.117
-14.3647,-51.6369,51.0453,3.74603,10.5903,41.7449,-1.38556,-12.9888,13.1902
-13.3962,-50.7203,51.5019,3.48687,10.8007,42.0251,-1.53205,-12.9888,13.3367
-12.3341,-49.6584,51.9747,3.20415,11.0579,42.3286,-1.82503,-12.9156,13.4832
-11.3571,-48.4875,52.4112,2.945,11.3618,42.6321,-2.19126,-12.9156,13.6297
-10.378,-47.2776,52.8768,2.68584,11.6657,42.959,-2.55748,-12.9156,13.9227
-9.3025,-45.9588,53.3128,2.40312,12.0164,43.2858,-2.92371,-12.9156,14.2157
-8.31313,-44.5316,53.7089,2.14396,12.4138,43.6127,-3.28994,-13.0621,14.5819
-7.4086,-42.9281,54.0008,1.90836,12.9048,43.9162,-3.72941,-13.2086,14.8749
-6.50073,-41.2183,54.2517,1.67276,13.4425,44.2197,-4.09563,-13.5015,15.2411
-5.58927,-39.4938,54.4329,1.43716,14.0035,44.4999,-4.5351,-13.7213,15.5341
-4.76667,-37.7558,54.5415,1.22512,14.588,44.7567,-4.82808,-14.0143,15.7538
-4.12566,-35.8619,54.5857,1.0602,15.2426,45.0135,-5.19431,-14.3805,16.0468
-3.57498,-33.9568,54.5547,0.918838,15.9206,45.247,-5.48729,-14.7467,16.2665
-3.11627,-32.1597,54.5326,0.801039,16.5518,45.4805,-5.70703,-15.1129,16.4863
-2.65696,-30.0669,54.4498,0.683239,17.2999,45.7373,-5.85352,-15.6256,16.7792
-2.38047,-28.1606,54.2987,0.612559,18.0012,45.9474,-6.00001,-15.9919,16.9257
-2.01204,-26.0531,54.0578,0.518319,18.7961,46.1575,-6.1465,-16.3581,17.1455
-1.82661,-23.8501,53.7528,0.471199,19.6377,46.3677,-6.1465,-16.7976,17.3652
-1.64189,-21.8086,53.4762,0.424079,20.4092,46.5778,-6.29299,-17.237,17.5117
-1.54855,-19.6331,53.1728,0.400519,21.2274,46.8113,-6.29299,-17.823,17.7314
-1.36494,-17.5776,52.9411,0.353399,21.9755,47.0681,-6.36623,-18.409,17.9512
-1.27235,-15.4785,52.6647,0.329839,22.747,47.3249,-6.36623,-19.0682,18.1709
-0.998378,-13.1571,52.3729,0.25916,23.5886,47.6284,-6.43948,-19.5076,18.3174
-0.725034,-10.8447,52.0517,0.18848,24.4302,47.9319,-6.43948,-20.1668,18.6836
-0.361982,-8.3622,51.7272,0.0942398,25.3186,48.2821,-6.51272,-20.8261,19.0498
0,-6.36247,51.4891,0,26.0199,48.5857,-6.43948,-21.4853,19.4893
0.451509,-4.64536,51.2557,-0.1178,26.6278,48.8425,-6.43948,-22.2177,19.9288
1.08318,-3.13415,51.1649,-0.28272,27.1187,49.1226,-6.29299,-22.9502,20.588
1.98514,-1.67354,51.0841,-0.518319,27.5863,49.4028,-6.21974,-23.5361,21.3937
3.06862,-0.365684,51.1243,-0.801039,27.9603,49.7063,-6.07325,-24.1953,22.1994
4.15368,0.708655,51.2194,-1.08376,28.2409,49.9865,-6.07325,-24.9278,23.1516
5.15052,1.3712,51.3572,-1.34292,28.3811,50.1966,-6.1465,-25.5137,24.0305
6.05702,1.58616,51.4473,-1.57852,28.4045,50.29,-6.1465,-26.0997,25.0559
6.96379,1.62193,51.5157,-1.81412,28.3811,50.3367,-6.29299,-26.5392,26.0814
7.78289,1.33451,51.6432,-2.02616,28.2409,50.3367,-6.29299,-26.9054,27.0336
8.60528,0.722977,51.8253,-2.2382,27.9837,50.29,-6.36623,-27.2716,27.9125
9.24662,-0.159555,51.9812,-2.40312,27.6564,50.1733,-6.29299,-27.5646,28.7914
9.71069,-1.18881,52.2138,-2.52092,27.259,50.0565,-6.36623,-27.7111,29.5239
10.2676,-2.49804,52.4632,-2.66228,26.768,49.8931,-6.36623,-27.8576,30.3296
10.6481,-4.0062,52.8066,-2.75652,26.1836,49.7297,-6.51272,-27.8576,30.9156
11.0262,-5.51208,53.0773,-2.85076,25.6225,49.5429,-6.43948,-27.9308,31.5748
11.4063,-7.21169,53.3684,-2.945,24.9913,49.3328,-6.43948,-27.9308,32.0875
11.8853,-8.98351,53.7762,-3.06279,24.29,49.1693,-6.51272,-27.7843,32.527
12.2758,-10.8626,54.2123,-3.15703,23.5419,49.0059,-6.43948,-27.6379,33.1129
12.6685,-12.7091,54.6619,-3.25127,22.7937,48.8658,-6.43948,-27.3449,33.4791
12.9687,-14.6552,55.0792,-3.32195,22.0223,48.7024,-6.43948,-27.0519,33.8454
13.2731,-16.6703,55.5482,-3.39263,21.204,48.5623,-6.43948,-26.6857,34.1383
13.4861,-18.8885,56.017,-3.43975,20.3157,48.3989,-6.43948,-26.3194,34.5046
13.6991,-20.882,56.4728,-3.48687,19.4974,48.2821,-6.43948,-25.9532,34.7243
13.8217,-23.0389,56.9602,-3.51043,18.6091,48.1654,-6.36623,-25.5137,34.944
13.8491,-25.1539,57.4059,-3.51043,17.7441,48.0487,-6.1465,-25.0743,35.1638
13.9738,-27.4457,57.9159,-3.53399,16.7856,47.9553,-6.00001,-24.4883,35.3103
14.0001,-29.3938,58.3427,-3.53399,15.9673,47.8852,-5.78027,-24.0488,35.4568
14.0275,-31.5068,58.7858,-3.53399,15.0789,47.8152,-5.56054,-23.5361,35.53
14.2446,-33.5475,59.2592,-3.58111,14.1906,47.7919,-5.12106,-23.0967,35.6765
14.3691,-35.5559,59.7436,-3.60467,13.3022,47.7919,-4.75484,-22.6572,35.6765
14.5876,-37.4782,60.2156,-3.65179,12.4372,47.8152,-4.46186,-22.2177,35.7497
14.8948,-39.0873,60.586,-3.72247,11.7125,47.8385,-4.16888,-21.998,35.823
15.2085,-40.7804,61.0387,-3.79315,10.9176,47.9086,-3.8759,-21.6318,35.823
15.5253,-42.545,61.521,-3.86383,10.076,48.002,-3.43643,-21.1923,35.8962
15.9379,-44.2202,61.9954,-3.95807,9.25777,48.1187,-3.0702,-20.6796,36.0427
16.541,-45.6974,62.4403,-4.09943,8.50967,48.2588,-2.70397,-20.0936,36.116
17.5253,-46.9212,62.8387,-4.33503,7.85508,48.4222,-2.33775,-19.7274,36.2625
